item,itemLabel,itemDescription,coordinate,instance_ofLabel,named_afters,named_afterLabel,named_afterDescriptions,named_after_instance_ofLabels,named_after_genderLabel,postal_codes,length,inception,place_of_birth,place_of_death,citizenships,occupations,birth_years,death_years
http://www.wikidata.org/entity/Q66817202,Am Trachauer Bahnhof,Straße in Dresden,Point(13.704971 51.089384),Innerortsstraße,http://www.wikidata.org/entity/Q9210732,Haltepunkt Dresden-Trachau,,,,01139,,,,,,,,
http://www.wikidata.org/entity/Q66817264,Bobestraße,Straße in Dresden,Point(13.696638 51.090467),Innerortsstraße,,,,,,01139,,,,,,,,
http://www.wikidata.org/entity/Q66817355,Hedwig-Langner-Weg,Straße in Dresden,Point(13.724718 51.07472),Innerortsstraße,http://www.wikidata.org/entity/Q104527583,Hedwig Langner,,,weiblich,01127,,,Großenhain,Dresden,,Unternehmer,1870,1945
http://www.wikidata.org/entity/Q66817384,Rosa-Steinhart-Straße,Straße in Dresden,Point(13.7256 51.075026),Innerortsstraße,http://www.wikidata.org/entity/Q74249543,Rosa Steinhart,,,weiblich,01127,,,Tachov,KZ Auschwitz,,,1885,1943
http://www.wikidata.org/entity/Q66817392,Konkordienplatz,Platz in Dresden,Point(13.724254 51.075704),Platz,http://www.wikidata.org/entity/Q65934455,Konkordienstraße,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66817426,Großenhainer Platz,Platz in Dresden,Point(13.73595 51.072872),Platz,http://www.wikidata.org/entity/Q8714,Großenhain,,,,01097,,,,,,,,
http://www.wikidata.org/entity/Q66817431,Petrikirchstraße,Straße in Dresden,Point(13.737874 51.073495),Innerortsstraße,http://www.wikidata.org/entity/Q2316672,St.-Petri-Kirche,,,,01097,,,,,,,,
http://www.wikidata.org/entity/Q66817589,Im Kleingartenpark,Straße in Dresden,Point(13.739887 51.078514),Innerortsstraße,,,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66817657,Röderauer Straße,Straße in Dresden,Point(13.733443 51.077494),Innerortsstraße,http://www.wikidata.org/entity/Q17325991,Röderau,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66817668,Stöckelstraße,Straße in Dresden,Point(13.733698 51.077829),Innerortsstraße,,,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66817857,Bärnsdorfer Straße,Straße in Dresden,Point(13.740704 51.080968),Innerortsstraße,http://www.wikidata.org/entity/Q1019230,Bärnsdorf,,,,"01097, 01127",,,,,,,,
http://www.wikidata.org/entity/Q66817932,Wilschdorfer Straße,Straße in Dresden,Point(13.742909 51.081185),Innerortsstraße,http://www.wikidata.org/entity/Q2582505,Wilschdorf,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818056,Seifersdorfer Straße,"Straße in Dresden, Leipziger Vorstadt",Point(13.742504 51.080845),Innerortsstraße,http://www.wikidata.org/entity/Q1417431,Seifersdorf,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818070,Berbisdorfer Straße,Straße in Dresden,Point(13.742268 51.081416),Innerortsstraße,http://www.wikidata.org/entity/Q818794,Berbisdorf,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818092,Naunhofer Weg,Straße in Dresden,Point(13.741248 51.081175),Innerortsstraße,http://www.wikidata.org/entity/Q104905032,Naunhof,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818096,Ebersbacher Weg,Straße in Dresden,Point(13.741822 51.081183),Innerortsstraße,http://www.wikidata.org/entity/Q8702,Ebersbach,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818100,Medinger Weg,Straße in Dresden,Point(13.742361 51.081151),Innerortsstraße,http://www.wikidata.org/entity/Q980242,Medingen,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818102,Würschnitzer Weg,Straße in Dresden,Point(13.743514 51.081074),Innerortsstraße,http://www.wikidata.org/entity/Q97328392,Würschnitz,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818140,Ottendorfer Straße,Innerortsstraße in Dresden,Point(13.744081 51.08156),Innerortsstraße,http://www.wikidata.org/entity/Q2037415,Ottendorf,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818172,Bärwalder Straße,Straße in Dresden,Point(13.742701 51.081829),Innerortsstraße,http://www.wikidata.org/entity/Q1019253,Bärwalde,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818201,Niederauer Platz,Platz in Dresden,Point(13.742515 51.082165),Platz,http://www.wikidata.org/entity/Q8746,Niederau,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818225,Niederauer Straße,Straße in Dresden,Point(13.741952 51.083503),Innerortsstraße,http://www.wikidata.org/entity/Q8746,Niederau,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818234,Oberauer Straße,Straße in Dresden,Point(13.741311 51.084158),Innerortsstraße,http://www.wikidata.org/entity/Q2009098,Oberau,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818254,Weinböhlaer Straße,Straße in Dresden,Point(13.735154 51.083465),Innerortsstraße,http://www.wikidata.org/entity/Q8831,Weinböhla,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818285,Hammerweg,Straße in Dresden,Point(13.743453 51.090214),Innerortsstraße,,,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818311,Radeburger Straße,Straße in Dresden,Point(13.734879 51.104992),Innerortsstraße,http://www.wikidata.org/entity/Q8770,Radeburg,,,,"01129, 01109",,,,,,,,
http://www.wikidata.org/entity/Q66818342,Alexander-Puschkin-Platz,Platz in Dresden,Point(13.729355 51.070474),Platz,http://www.wikidata.org/entity/Q1729,Erfurt,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818772,Riesaer Straße,Straße in Dresden,Point(13.728153 51.080664),Innerortsstraße,,,,,,"01129, 01127",,,,,,,,
http://www.wikidata.org/entity/Q66818839,Leisniger Platz,Platz in Dresden,Point(13.72468 51.080616),Platz,http://www.wikidata.org/entity/Q71133,Leisnig,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818858,Heidestraße,Innerortsstraße in Dresden,Point(13.732401 51.084348),Innerortsstraße,http://www.wikidata.org/entity/Q8905,Dresdner Heide,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818893,Zeithainer Straße,Straße in Dresden,Point(13.730156 51.081137),Innerortsstraße,http://www.wikidata.org/entity/Q8838,Zeithain,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818900,Coswiger Straße,Straße in Dresden,Point(13.730327 51.079892),Innerortsstraße,http://www.wikidata.org/entity/Q8693,Coswig,,,,01127,,,,,,,,
http://www.wikidata.org/entity/Q66818929,Barbarastraße,Straße in Dresden,Point(13.724391 51.084606),Innerortsstraße,http://www.wikidata.org/entity/Q192816,Barbara von Nikomedien,,,weiblich,01129,,,Nikomedien,Nikomedien,,"Gefangener, Thaumaturg",273,306
http://www.wikidata.org/entity/Q67206847,Trachenberger Straße,Straße in Dresden,Point(13.728899 51.086276),Innerortsstraße,http://www.wikidata.org/entity/Q2447490,Trachenberge,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q67207027,Boxdorfer Straße,Straße in Dresden,Point(13.720122 51.088331),Innerortsstraße,http://www.wikidata.org/entity/Q895567,Boxdorf,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q67207049,Volkersdorfer Straße,Straße in Dresden,Point(13.720323 51.087057),Innerortsstraße,http://www.wikidata.org/entity/Q2531403,Volkersdorf,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q67207077,Hellerauer Straße,Straße in Dresden,Point(13.72117 51.088025),Innerortsstraße,http://www.wikidata.org/entity/Q8920,Hellerau,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q67207098,Promnitztalstraße,Straße in Dresden,Point(13.721339 51.089583),Innerortsstraße,http://www.wikidata.org/entity/Q2112811,Promnitztal,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q67207123,Weixdorfer Straße,Straße in Dresden,Point(13.719653 51.08998),Innerortsstraße,http://www.wikidata.org/entity/Q2556719,Weixdorf,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q67207134,Cottbuser Straße,Straße in Dresden,Point(13.71449 51.089562),Innerortsstraße,http://www.wikidata.org/entity/Q3214,Cottbus,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q67207138,Industriestraße,Straße in Dresden,Point(13.710168 51.089423),Innerortsstraße,,,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q67207165,Wahnsdorfer Straße,Straße in Dresden,Point(13.719434 51.091814),Innerortsstraße,http://www.wikidata.org/entity/Q1754470,Wahnsdorf,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q67207239,Reichenberger Straße,Straße in Dresden,Point(13.718743 51.092895),Innerortsstraße,http://www.wikidata.org/entity/Q1720056,Reichenberg,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q67207355,Wilder-Mann-Straße,Straße in Dresden,Point(13.716303 51.092682),Innerortsstraße,http://www.wikidata.org/entity/Q2570650,Wilder Mann,,,,01129,,,,,,,,
http://www.wikidata.org/entity/Q72661600,An den Ellerwiesen,Innerortsstraße in Dresden,Point(13.73743 51.12349),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661602,An den Hufen,Innerortsstraße in Dresden,Point(13.68441 51.08412),Innerortsstraße,,,,,,01139,,,,,,,,
http://www.wikidata.org/entity/Q72661604,An den Jagdwegen,Innerortsstraße in Dresden,Point(13.8969 51.00581),Innerortsstraße,,,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q72661606,An den Kalköfen,Straße in Dresden,Point(13.7855 51.01415),Innerortsstraße,,,,,,01237,,,,,,,,
http://www.wikidata.org/entity/Q72661608,An den Kiefern,Innerortsstraße in Dresden,Point(13.79479 51.13602),Innerortsstraße,http://www.wikidata.org/entity/Q12024,Kiefern,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q72661610,An den Kuhbergen,Straße in Dresden,Point(13.76 51.00722),Innerortsstraße,http://www.wikidata.org/entity/Q1434274,Agronym,,,,01219,,,,,,,,
http://www.wikidata.org/entity/Q72661612,An den Ruschewiesen,Innerortsstraße in Dresden,Point(13.7708 51.1113),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661614,An den Teichen,Innerortsstraße in Dresden,Point(13.80719 51.14747),Innerortsstraße,,,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q72661617,An den Teichwiesen,Straße in Dresden,Point(13.74664 51.11171),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661619,An den Winkelwiesen,Straße in Dresden-Cossebaude,Point(13.621746 51.087998),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q72661622,An der Aue,Innerortsstraße in Dresden,Point(13.844456 51.004086),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661624,An der Autobahn,Innerortsstraße in Dresden,Point(13.63846 51.07001),Innerortsstraße,http://www.wikidata.org/entity/Q9013,Bundesautobahn 4,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q72661625,An der Bartlake,Innerortsstraße in Dresden,Point(13.734 51.1257),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661628,An der Bergkuppe,Straße in Dresden-Gönnsdorf,Point(13.86463 51.046681),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661629,An der Berglehne,Straße in Dresden,Point(13.82229 51.05901),Innerortsstraße,,,,,,01324,,,,,,,,
http://www.wikidata.org/entity/Q72661632,An der Christuskirche,Straße in Dresden,Point(13.76507 51.02759),Innerortsstraße,http://www.wikidata.org/entity/Q1087301,Christuskirche Strehlen,,,,01219,,,,,,,,
http://www.wikidata.org/entity/Q72661636,An der Eisenbahn,Innerortsstraße in Dresden,Point(13.76781 51.0914),Innerortsstraße,,,,,,01099,,,,,,,,
http://www.wikidata.org/entity/Q72661640,An der Försterei,Innerortsstraße in Dresden,Point(13.85903 51.03039),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661642,An der Heide,Innerortsstraße in Dresden,Point(13.79931 51.13595),Innerortsstraße,,,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q72661645,An der Heilandskirche,Innerortsstraße in Dresden,Point(13.68224 51.0568),Innerortsstraße,http://www.wikidata.org/entity/Q1594748,Heilandskirche,,,,01157,,,,,,,,
http://www.wikidata.org/entity/Q72661646,An der Hufe,Innerortsstraße in Dresden,Point(13.79313 51.13414),Innerortsstraße,,,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q72661649,An der Huhle,Straße in Dresden-Zschieren,Point(13.862263 50.99611),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661652,Auf der Höhe,Straße in Dresden Rochwitz,Point(13.84336 51.04985),Innerortsstraße,,,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q72661654,An der Jungen Heide,Straße in Dresden,Point(13.71158 51.11511),Innerortsstraße,http://www.wikidata.org/entity/Q120722220,Junge Heide,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661655,An der Kirschwiese,"Straße in Dresden, Leubnitz-Neuostra",Point(13.76913 51.01216),Innerortsstraße,,,,,,01219,,,,,,,,
http://www.wikidata.org/entity/Q72661657,An der Kümmelschenke,Innerortsstraße in Dresden,Point(13.60888 51.0348),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q72661660,An der Lehmkuhle,Straße in Dresden-Hellerau,Point(13.75578 51.114247),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661662,An der Linde,Straße in Dresden-Weißig,Point(13.894392 51.054463),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661664,An der Malte,Straße in Dresden-Lockwitz,Point(13.811236 50.981702),Innerortsstraße,http://www.wikidata.org/entity/Q1704162,Maltengraben,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661666,An der Niedermühle,Straße in Dresden,Point(13.81008 50.99217),Innerortsstraße,,,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q72661670,An der Niederung,Innerortsstraße in Dresden,Point(13.82481 50.98742),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661671,An der Nordsiedlung,Straße in Dresden,Point(13.77529 51.12626),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661673,An der Obermühle,Innerortsstraße in Dresden,Point(13.80161 50.98563),Innerortsstraße,,,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q72661675,An der Obstplantage,Straße in Dresden-Hosterwitz,Point(13.857686 51.019758),Innerortsstraße,,,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q72661677,An der Pikardie,Innerortsstraße in Dresden,Point(13.7753 51.03291),Innerortsstraße,,,,,,01277,,,,,,,,
http://www.wikidata.org/entity/Q72661679,An der Post,Straße in Dresden,Point(13.82392 50.99968),Innerortsstraße,http://www.wikidata.org/entity/Q110197108,Postamt Niedersedlitz,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q72661681,An der Prießnitzaue,Straße in Dresden,Point(13.88586 51.06875),Innerortsstraße,http://www.wikidata.org/entity/Q546853,Prießnitz,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661683,An der Reitanlage,Innerortsstraße in Dresden,Point(13.63558 51.04391),Innerortsstraße,,,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q72661686,An der Rennbahn,Innerortsstraße in Dresden,Point(13.80366 51.02128),Innerortsstraße,http://www.wikidata.org/entity/Q19962461,Galopprennbahn Dresden-Seidnitz,,,,01237,,,,,,,,
http://www.wikidata.org/entity/Q72661688,An der Rysselkuppe,Innerortsstraße in Dresden,Point(13.89577 51.00497),Innerortsstraße,,,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q72661691,An der Schanze,Straße in Dresden-Zschieren,Point(13.866238 50.99721),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661694,An der Schiffswerft,Innerortsstraße in Dresden,Point(13.84504 51.01712),Innerortsstraße,http://www.wikidata.org/entity/Q2235344,Schiffswerft Laubegast,,,,01279,,,,,,,,
http://www.wikidata.org/entity/Q72661697,An der Schleife,Innerortsstraße in Dresden,Point(13.76916 51.09023),Innerortsstraße,,,,,,01099,,,,,,,,
http://www.wikidata.org/entity/Q72661699,An der Schleifscheibe,Straße in Dresden,Point(13.79172 51.01426),Innerortsstraße,,,,,,01237,,,,,,,,
http://www.wikidata.org/entity/Q72661700,An der Schloßgärtnerei,Straße in Dresden,Point(13.81143 50.98787),Innerortsstraße,,,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q72661701,An der Schmiede,Innerortsstraße in Dresden,Point(13.89504 51.00013),Innerortsstraße,,,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q72661705,An der Schule,Innerortsstraße in Dresden,Point(13.84839 50.99452),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661706,An der Schäferei,Innerortsstraße in Dresden,Point(13.87368 51.01306),Innerortsstraße,,,,,,01326,,,,,,,,
http://www.wikidata.org/entity/Q72661707,An der Siedlung,Innerortsstraße in Dresden,Point(13.8129 50.99878),Innerortsstraße,,,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q72661710,An der Sonnenlehne,Straße in Dresden-Pappritz,Point(13.84834 51.03513),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661712,An der Südlehne,Straße in Dresden,Point(13.73596 51.11185),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661715,An der Telle,Straße in Dresden-Meußlitz,Point(13.8561 51.000641),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661717,An der Wasserschöpfe,Straße in Dresden,Point(13.67961 51.06208),Innerortsstraße,,,,,,01157,,,,,,,,
http://www.wikidata.org/entity/Q72661719,An der Winkelwiese,Straße in Dresden-Hellerau,Point(13.763663 51.111871),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661722,An der Wostra,Straße in Dresden-Zschieren,Point(13.870423 50.998527),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661723,An der Ölmühle,Innerortsstraße in Dresden,Point(13.86647 50.99364),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661729,Anemonenweg,Straße in Dresden-Weißig,Point(13.869844 51.067219),Innerortsstraße,http://www.wikidata.org/entity/Q158286,Windröschen,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661736,Annaberger Straße,Straße in Dresden,Point(13.68122 51.03847),Innerortsstraße,http://www.wikidata.org/entity/Q51164090,Annaberg,,,,01159,,,,,,,,
http://www.wikidata.org/entity/Q72661747,Anzengruberweg,Straße in Dresden,Point(13.83419 51.05298),Innerortsstraße,http://www.wikidata.org/entity/Q93718,Ludwig Anzengruber,,,männlich,01326,,,Wien,Wien,,"Romancier, Dramatiker, Dichter, Schriftsteller",1839,1889
http://www.wikidata.org/entity/Q72661749,Rabenauer Straße,Straße in Dresden-Löbtau,Point(13.690338 51.039635),Innerortsstraße,http://www.wikidata.org/entity/Q8218,Rabenau,,,,01159,,,,,,,,
http://www.wikidata.org/entity/Q72661751,Arkonastraße,Straße in Dresden-Klotzsche,Point(13.79057 51.122291),Innerortsstraße,http://www.wikidata.org/entity/Q4110,Kap Arkona,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661754,Arltstraße,Innerortsstraße in Dresden,Point(13.71293 51.02093),Innerortsstraße,http://www.wikidata.org/entity/Q101464706,Max Ludwig Arlt,,,männlich,01187,,,Wachwitz,Dresden,,Architekt,1876,1933
http://www.wikidata.org/entity/Q72661763,Aspichring,Innerortsstraße in Dresden,Point(13.91293 51.03789),Innerortsstraße,http://www.wikidata.org/entity/Q1434274,Agronym,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661766,Asternweg,Straße in Dresden-Gorbitz,Point(13.683275 51.047158),Innerortsstraße,http://www.wikidata.org/entity/Q517130,Astern,,,,01159,,,,,,,,
http://www.wikidata.org/entity/Q72661768,Auenstraße,Straße in Dresden (Leipziger Vorstadt),Point(13.736578 51.071013),Innerortsstraße,http://www.wikidata.org/entity/Q193110,Flussaue,,,,01097,,,,,,,,
http://www.wikidata.org/entity/Q72661771,Auenweg,Straße in Dresden-Gomlitz,Point(13.797199 51.148829),Innerortsstraße,,,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q72661772,Auf dem Eigen,Straße in Dresden,Point(13.66866 51.06652),Innerortsstraße,,,,,,01157,,,,,,,,
http://www.wikidata.org/entity/Q72661775,Auf dem Meisenberg,Straße in Dresden (Radeberger Vorstadt),Point(13.780898 51.068383),Innerortsstraße,,,,,,01099,,,,,,,,
http://www.wikidata.org/entity/Q72661776,Auf dem Pläner,Straße in Dresden,Point(13.80103 50.98917),Innerortsstraße,http://www.wikidata.org/entity/Q1519445,Pläner,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q72661779,Auf dem Sand,Straße in Dresden,Point(13.75273 51.10993),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661783,Auf der Scheibe,Straße in Dresden,Point(13.672024 51.06155),Innerortsstraße,,,,,,01157,,,,,,,,
http://www.wikidata.org/entity/Q72661786,Auf der Scholle,Straße in Dresden,Point(13.80087 50.99155),Innerortsstraße,,,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q72661793,August-Röckel-Straße,Innerortsstraße in Dresden,Point(13.85137 51.008995),Innerortsstraße,http://www.wikidata.org/entity/Q763690,August Röckel,,,männlich,01259,,,Graz,Budapest,,"Dirigent, Komponist",1814,1876
http://www.wikidata.org/entity/Q72661795,August-Wagner-Straße,Innerortsstraße in Dresden,Point(13.79814 51.14362),Innerortsstraße,http://www.wikidata.org/entity/Q101959554,Karl August Wagner,,,männlich,01108,,,,,,Baumeister,1857,1914
http://www.wikidata.org/entity/Q72661800,Augustinstraße,Straße in Dresden,Point(13.85216 51.00469),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661806,Augustusbergstraße,Straße in Dresden,Point(13.78418 51.03108),Innerortsstraße,http://www.wikidata.org/entity/Q770731,Augustusberg,,,,01277,,,,,,,,
http://www.wikidata.org/entity/Q72661807,Azaleenweg,Straße in Dresden-Laubegast,Point(13.827757 51.023628),Innerortsstraße,http://www.wikidata.org/entity/Q5986917,Azalea,,,,01279,,,,,,,,
http://www.wikidata.org/entity/Q72661809,Babisnauer Straße,Straße in Dresden,Point(13.744193 51.010895),Innerortsstraße,http://www.wikidata.org/entity/Q797716,Babisnau,,,,01217,,,,,,,,
http://www.wikidata.org/entity/Q72661813,Bachmannstraße,Straße in Dresden,Point(13.841783 51.06155),Innerortsstraße,,,,,,01324,,,,,,,,
http://www.wikidata.org/entity/Q72661816,Bachweg,Straße in Dresden-Eschdorf,Point(13.950101 51.036838),Innerortsstraße,http://www.wikidata.org/entity/Q13745004,Schullwitzbach,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661819,Badstraße,Innerortsstraße in Dresden-Weixdorf,Point(13.804 51.1425),Innerortsstraße,http://www.wikidata.org/entity/Q98804415,Waldbad Weixdorf,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q72661821,Badweg,Straße in Dresden-Löbtau,Point(13.698584 51.039113),Innerortsstraße,http://www.wikidata.org/entity/Q123145332,Volksbad Löbtau,,,,01159,,,,,,,,
http://www.wikidata.org/entity/Q72661825,Bahnhäuser,Straße in Dresden,Point(13.828181 51.129199),Innerortsstraße,,,,,,01465,,,,,,,,
http://www.wikidata.org/entity/Q72661826,Bahnstraße,Straße in Dresden,Point(13.683604 51.06071),Innerortsstraße,http://www.wikidata.org/entity/Q800683,Bahnhof Dresden-Friedrichstadt,,,,01157,,1902-01-01T00:00:00Z,,,,,,
http://www.wikidata.org/entity/Q72661828,Baluschekstraße,Straße in Dresden,Point(13.70366 51.0455),Innerortsstraße,http://www.wikidata.org/entity/Q328257,Germania,,,weiblich,01159,,,,,,,,
http://www.wikidata.org/entity/Q72661197,Am Burgwall,Straße in Dresden,Point(13.79959 50.98604),Innerortsstraße,,,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q72661201,Am Dachsberg,Straße in Dresden,Point(13.75973 51.01046),Innerortsstraße,,,,,,01219,,,,,,,,
http://www.wikidata.org/entity/Q72661202,Am Dahlienheim,Straße in Dresden,Point(13.82311 51.0096),Innerortsstraße,http://www.wikidata.org/entity/Q130918,Dahlien,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q72661205,Am Dorfende,Innerortsstraße in Dresden,Point(13.90094 51.05212),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661207,Am Dorffrieden,Innerortsstraße in Dresden,Point(13.76378 51.11242),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661209,Am Dorfteich,Innerortsstraße in Dresden,Point(13.85438 51.0365),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661211,Am Dorngraben,Straße in Dresden,Point(13.78154 51.00755),Innerortsstraße,,,,,,01239,,,,,,,,
http://www.wikidata.org/entity/Q72661214,Am Dölzschgraben,Straße in Dresden-Dölzschen,Point(13.687525 51.026349),Innerortsstraße,,,,,,01187,,,,,,,,
http://www.wikidata.org/entity/Q72661216,Am Eigenheimweg,"Straße in Dresden, Leubnitz-Neuostra",Point(13.769695 51.011194),Innerortsstraße,,,,,,01219,,,,,,,,
http://www.wikidata.org/entity/Q72661218,Am Elbblick,Straße in Dresden-Pappritz,Point(13.84931 51.03315),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661221,Am Elbtalweg,Straße in Dresden-Leubnitz/Neuostra,Point(13.769889 51.011563),Innerortsstraße,,,,,,01219,,,,,,,,
http://www.wikidata.org/entity/Q72661223,Am Erlengrund,Innerortsstraße in Dresden,Point(13.61073 51.04237),Innerortsstraße,http://www.wikidata.org/entity/Q25239,Erlen,,,,01156,,,,,,,,
http://www.wikidata.org/entity/Q72661225,Am Erlichberg,Innerortsstraße in Dresden,Point(13.74077 51.13028),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661227,Am Erlicht,Innerortsstraße in Dresden,Point(13.77242 51.16151),Innerortsstraße,,,,,,01108,,,,,,,,
http://www.wikidata.org/entity/Q72661229,Am Feld,Straße in Dresden,Point(13.81609 51.00533),Innerortsstraße,,,,,,01257,,,,,,,,
http://www.wikidata.org/entity/Q72661233,Am Feldgehölz,Innerortsstraße in Dresden,Point(13.77682 51.12271),Innerortsstraße,,,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661234,Am Feldrain,Innerortsstraße in Dresden,Point(13.88531 51.03796),Innerortsstraße,,,,,,01328,,,,,,,,
http://www.wikidata.org/entity/Q72661235,Am Feldweg,Innerortsstraße in Dresden,Point(13.83415 50.98421),Innerortsstraße,,,,,,01259,,,,,,,,
http://www.wikidata.org/entity/Q72661240,Am Festspielhaus,Straße in Dresden,Point(13.75176 51.11374),Innerortsstraße,http://www.wikidata.org/entity/Q825047,Festspielhaus Hellerau,,,,01109,,,,,,,,
http://www.wikidata.org/entity/Q72661245,Am Fichtepark,Innerortsstraße in Dresden,Point(13.70941 51.0235),Innerortsstraße,http://www.wikidata.org/entity/Q16064392,Fichtepark,,,,01187,,,,,,,,
