Ident;Straßenschlüssel;Straßenname;Ungerade Hausnummer von;Ungerade Hausnummer bis;Gerade Hausnummer von;Gerade Hausnummer bis;Stadtbezirk/Ortschaft;Gemarkung;Statistischer Bezirk;Finanzamtsbereich;PLZ;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlkreis
3333;08138;"Ludwig-Hartmann-Straße             ";"1   ";"23  ";"2   ";"22  ";"Blasewitz           ";"Blasewitz                ";516  Neugruna(Gustav-Freytag-Str);"Süd ";01277;158;"  ";"  "
3334;08138;"Ludwig-Hartmann-Straße             ";"25  ";"45  ";"24  ";"40  ";"Blasewitz           ";"Blasewitz                ";517  Neugruna(Polenzstr);"Süd ";01277;158;"  ";"  "
3335;05130;"Ludwig-Jahn-Straße                 ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";311  Klotzsche(Altklotzsche);Nord;01109;159;"  ";"  "
3336;05065;"Ludwig-Kossuth-Straße              ";"1   ";"53  ";"4   ";"54  ";"Klotzsche           ";"Hellerau                 ";322  Rähnitz;Nord;01109;159;"  ";"  "
3337;05065;"Ludwig-Kossuth-Straße              ";"61  ";"65  ";"64  ";"72  ";"Klotzsche           ";"Hellerau                 ";323  Hellerau(Festspielhaus);Nord;01109;159;"  ";"  "
3338;09164;"Ludwig-Kugelmann-Straße            ";"1   ";"11  ";"2   ";"14  ";"Leuben              ";"Großzschachwitz          ";641  Großzschachwitz(Alte Str);"Süd ";01259;158;"  ";"  "
3339;09164;"Ludwig-Kugelmann-Straße            ";"13  ";"    ";"    ";"    ";"Leuben              ";"Leuben                   ";613  Leuben(Kleinzschachwitzer Str);"Süd ";01259;158;"  ";"  "
3340;06151;"Ludwig-Küntzelmann-Platz           ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Weißer Hirsch            ";421  Weißer Hirsch;Nord;01324;159;"  ";"  "
3341;11237;"Ludwig-Renn-Allee                  ";"    ";"    ";"2   ";"16  ";"Plauen              ";"Zschertnitz              ";832  Zschertnitz(Böllstr);"Süd ";01217;158;"  ";"  "
3342;11237;"Ludwig-Renn-Allee                  ";"3   ";"25  ";"    ";"    ";"Plauen              ";"Zschertnitz              ";834  Zschertnitz(Bulgakowstr);"Süd ";01217;158;"  ";"  "
3343;11237;"Ludwig-Renn-Allee                  ";"    ";"    ";"18  ";"24  ";"Plauen              ";"Zschertnitz              ";833  Zschertnitz(Auguste-Lazar-Str);"Süd ";01217;158;"  ";"  "
3344;07031;"Ludwig-Richter-Straße              ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Loschwitz                ";413  Oberloschwitz;Nord;01326;159;"  ";"  "
3345;02047;"Ludwigstraße                       ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";141  Leipziger Vs.(Eisenbahnstr);Nord;01097;159;"  ";"  "
3346;14351;"Ludwigstraße (CB)                  ";"1   ";"11  ";"2   ";"12  ";"Cossebaude          ";"Cossebaude               ";901  Cossebaude-Nord;"Süd ";01156;159;"  ";"  "
3347;14351;"Ludwigstraße (CB)                  ";"11a ";"    ";"12a ";"    ";"Cossebaude          ";"Obergohlis               ";903  Gohlis;"Süd ";01156;159;"  ";"  "
3348;14351;"Ludwigstraße (CB)                  ";"13  ";"15  ";"14  ";"    ";"Cossebaude          ";"Cossebaude               ";901  Cossebaude-Nord;"Süd ";01156;159;"  ";"  "
3349;13044;"Luftbadstraße                      ";"    ";"    ";"    ";"    ";"Cotta               ";"Dölzschen                ";945  Dölzschen;"Süd ";01187;159;"  ";"  "
3350;11199;"Lugaer Platz                       ";"    ";"    ";"    ";"    ";"Prohlis             ";"Großluga                 ";741  Luga;"Süd ";01259;158;"  ";"  "
3351;10207;"Lugaer Straße                      ";"    ";"    ";"2   ";"14  ";"Prohlis             ";"Niedersedlitz            ";732  Niedersedlitz(Dorfstr);"Süd ";01259;158;"  ";"  "
3352;10207;"Lugaer Straße                      ";"3   ";"43  ";"20  ";"56  ";"Prohlis             ";"Niedersedlitz            ";731  Niedersedlitz-Südost;"Süd ";01259;158;"  ";"  "
3353;10207;"Lugaer Straße                      ";"    ";"    ";"58  ";"    ";"Prohlis             ";"Großluga                 ";731  Niedersedlitz-Südost;"Süd ";01259;158;"  ";"  "
3354;10207;"Lugaer Straße                      ";"73  ";"75  ";"74  ";"108 ";"Prohlis             ";"Großluga                 ";741  Luga;"Süd ";01259;158;"  ";"  "
3355;09239;"Lugbergblick                       ";"    ";"    ";"    ";"    ";"Leuben              ";"Zschieren                ";634  Zschieren;"Süd ";01259;158;"  ";"  "
3356;11200;"Lugturmstraße                      ";"    ";"    ";"    ";"    ";"Prohlis             ";"Kleinluga                ";741  Luga;"Süd ";01259;158;"  ";"  "
3357;11201;"Lugturmweg                         ";"    ";"    ";"    ";"    ";"Prohlis             ";"Kleinluga                ";741  Luga;"Süd ";01259;158;"  ";"  "
3358;11008;"Lukasplatz                         ";"1   ";"9   ";"4   ";"10  ";"Plauen              ";"Dresden-Altstadt 2       ";823  Südvs.-Ost(Lukasplatz);"Süd ";01069;158;"  ";"  "
3359;11008;"Lukasplatz                         ";"U   ";"    ";"    ";"    ";"Plauen              ";"Dresden-Altstadt 2       ";821  Südvs.-Ost(Hochschulstr);"Süd ";01069;158;"  ";"  "
3360;11030;"Lukasstraße                        ";"3   ";"    ";"    ";"    ";"Plauen              ";"Dresden-Altstadt 2       ";821  Südvs.-Ost(Hochschulstr);"Süd ";01069;158;"  ";"  "
3361;11030;"Lukasstraße                        ";"    ";"    ";"6   ";"    ";"Plauen              ";"Dresden-Altstadt 2       ";823  Südvs.-Ost(Lukasplatz);"Süd ";01069;158;"  ";"  "
3362;10199;"Lungkwitzer Straße                 ";"    ";"    ";"    ";"    ";"Prohlis             ";"Niedersedlitz            ";731  Niedersedlitz-Südost;"Süd ";01259;158;"  ";"  "
3363;05052;"Magazinstraße                      ";"1   ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";151  Hellersiedlung;Nord;01099;159;"  ";"  "
3364;05052;"Magazinstraße                      ";"9   ";"25  ";"30  ";"32  ";"Neustadt            ";"Hellerberge              ";151  Hellersiedlung;Nord;01099;159;"  ";"  "
3365;05052;"Magazinstraße                      ";"    ";"    ";"46  ";"    ";"Klotzsche           ";"Hellerberge              ";341  Hellerberge;Nord;01099;159;"  ";"  "
3366;14001;"Magdeburger Straße                 ";"1   ";"33  ";"    ";"    ";"Altstadt            ";"Dresden-Friedrichstadt   ";053  Friedrichst.(Klinikum);"Süd ";01067;158;"  ";"  "
3367;14001;"Magdeburger Straße                 ";"    ";"    ";"2   ";"58  ";"Altstadt            ";"Dresden-Friedrichstadt   ";055  Friedrichst.(Ostragehege);"Süd ";01067;158;"  ";"  "
3368;14001;"Magdeburger Straße                 ";"U   ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Friedrichstadt   ";041  Wilsdruffer Vs.(Ostra-Allee);"Süd ";01067;158;"  ";"  "
3369;07192;"Maille-Bahn                        ";"    ";"    ";"2   ";"8a  ";"Loschwitz           ";"Hosterwitz               ";432  Hosterwitz;Nord;01326;159;"  ";"  "
3370;07192;"Maille-Bahn                        ";"U   ";"    ";"    ";"    ";"Loschwitz           ";"Pillnitz                 ";433  Pillnitz;Nord;01326;159;"  ";"  "
3371;12109;"Mainzer Straße                     ";"    ";"    ";"    ";"    ";"Plauen              ";"Coschütz                 ";852  Coschütz-West;"Süd ";01189;158;"  ";"  "
3372;00147;"Malergäßchen                       ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";041  Wilsdruffer Vs.(Ostra-Allee);"Süd ";01067;158;"  ";"  "
3373;07023;"Malerstraße                        ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Loschwitz                ";413  Oberloschwitz;Nord;01326;159;"  ";"  "
3374;07086;"Malschendorfer Straße              ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Rochwitz                 ";428  Rochwitz;Nord;01326;159;"  ";"  "
3375;07374;"Malschendorfer Straße (SW)         ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Schönfeld                ";471  Schönfeld;Nord;01328;159;"  ";"  "
3376;11196;"Maltenstraße                       ";"    ";"    ";"    ";"    ";"Prohlis             ";"Kleinluga                ";741  Luga;"Süd ";01259;158;"  ";"  "
3377;13067;"Malterstraße                       ";"1   ";"19  ";"    ";"    ";"Cotta               ";"Löbtau                   ";924  Löbtau-Nord(Conertplatz);"Süd ";01159;159;"  ";"  "
3378;13067;"Malterstraße                       ";"    ";"    ";"16  ";"    ";"Cotta               ";"Gorbitz                  ";924  Löbtau-Nord(Conertplatz);"Süd ";01159;159;"  ";"  "
3379;13067;"Malterstraße                       ";"    ";"    ";"18  ";"    ";"Cotta               ";"Gorbitz                  ";961  Gorbitz-Ost(Am Gorbitzbach);"Süd ";01159;159;"  ";"  "
3380;13067;"Malterstraße                       ";"23  ";"31  ";"20  ";"32  ";"Cotta               ";"Löbtau                   ";925  Löbtau-Nord(Malterstr-Nord);"Süd ";01159;159;"  ";"  "
3381;13067;"Malterstraße                       ";"33  ";"69  ";"34  ";"40  ";"Cotta               ";"Löbtau                   ";935  Löbtau-Süd(Deubener Str);"Süd ";01159;159;"  ";"  "
3382;13067;"Malterstraße                       ";"    ";"    ";"42  ";"68  ";"Cotta               ";"Löbtau                   ";936  Löbtau-Süd(Rabenauer Str);"Süd ";01159;159;"  ";"  "
3383;13067;"Malterstraße                       ";"71  ";"    ";"    ";"    ";"Cotta               ";"Naußlitz                 ";934  Löbtau-Süd(Zauckeroder Str);"Süd ";01159;159;"  ";"  "
3384;14352;"Manfred-Streubel-Weg               ";"    ";"    ";"    ";"    ";"Cossebaude          ";"Obergohlis               ";903  Gohlis;"Süd ";01156;159;"  ";"  "
3385;06214;"Manfred-von-Ardenne-Ring           ";"5   ";"19  ";"2   ";"6   ";"Klotzsche           ";"Klotzsche                ";342  Waldpark Klotzsche;Nord;01099;159;"  ";"  "
3386;06214;"Manfred-von-Ardenne-Ring           ";"    ";"    ";"6a  ";"    ";"Neustadt            ";"Dresden-Neustadt         ";152  Albertstadt-West;Nord;01099;159;"  ";"  "
3387;06214;"Manfred-von-Ardenne-Ring           ";"    ";"    ";"10  ";"20  ";"Klotzsche           ";"Klotzsche                ";342  Waldpark Klotzsche;Nord;01099;159;"  ";"  "
3388;14022;"Manitiusstraße                     ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Friedrichstadt   ";053  Friedrichst.(Klinikum);"Süd ";01067;158;"  ";"  "
3389;12093;"Mannheimer Straße                  ";"    ";"    ";"    ";"    ";"Plauen              ";"Coschütz                 ";851  Coschütz-Ost;"Süd ";01189;158;"  ";"  "
3390;09015;"Mansfelder Straße                  ";"3   ";"25  ";"2   ";"20  ";"Blasewitz           ";"Striesen                 ";533  Striesen-Süd(Mansfelder Str);"Süd ";01309;158;"  ";"  "
3391;09015;"Mansfelder Straße                  ";"    ";"    ";"28  ";"44  ";"Blasewitz           ";"Striesen                 ";536  Striesen-Süd(Haenel-Clauß-Pl);"Süd ";01309;158;"  ";"  "
3392;09015;"Mansfelder Straße                  ";"    ";"    ";"58  ";"68  ";"Blasewitz           ";"Striesen                 ";537  Striesen-Süd(Hepkeplatz);"Süd ";01309;158;"  ";"  "
3393;09157;"Marburger Straße                   ";"    ";"    ";"    ";"    ";"Leuben              ";"Laubegast                ";625  Laubegast(Gasteiner Str);"Süd ";01279;158;"  ";"  "
3394;06317;"Margaritenweg                      ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Weißig                   ";451  Weißig (Heidestr./Marienbäder);Nord;01328;159;"  ";"  "
3395;13104;"Margeritenstraße                   ";"    ";"    ";"    ";"    ";"Cotta               ";"Gorbitz                  ";946  Niedergorbitz/Roßthal;"Süd ";01169;159;"  ";"  "
3396;09295;"Maria-Cebotari-Straße              ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";078  Johannst.-Süd(M.-Cebotari-Str);"Süd ";01307;158;"  ";"  "
3397;03123;"Maria-Kirch-Straße                 ";"    ";"    ";"    ";"    ";"Pieschen            ";"Trachau                  ";248  Trachau(Neuländer Str);Nord;01129;159;"  ";"  "
3398;09265;"Maria-Montessori-Weg               ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Striesen                 ";536  Striesen-Süd(Haenel-Clauß-Pl);"Süd ";01309;158;"  ";"  "
3399;11298;"Marianne-Bruns-Straße              ";"    ";"    ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";752  Leubnitz(Leubnitzer Höhe);"Süd ";01219;158;"  ";"  "
3400;05275;"Maria-Reiche-Straße                ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";317  Klotzsche(Selliner Str);Nord;01109;159;"  ";"  "
3401;01040;"Marie-Curie-Straße                 ";"    ";"    ";"    ";"    ";"Pieschen            ";"Mickten                  ";226  Mickten(Altmickten);Nord;01139;159;"  ";"  "
3402;09330;"Marie-Hankel-Straße                ";"    ";"    ";"    ";"    ";"Leuben              ";"Laubegast                ";625  Laubegast(Gasteiner Str);"Süd ";01279;158;"  ";"  "
3403;06017;"Marienallee                        ";"1   ";"    ";"2   ";"4   ";"Neustadt            ";"Dresden-Neustadt         ";121  Radeberger Vs.(Jägerstr);Nord;01099;159;"  ";"  "
3404;06017;"Marienallee                        ";"3   ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";153  Albertstadt-Ost;Nord;01099;159;"  ";"  "
3405;06017;"Marienallee                        ";"5   ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";121  Radeberger Vs.(Jägerstr);Nord;01099;159;"  ";"  "
3406;06017;"Marienallee                        ";"13  ";"    ";"6   ";"14b ";"Neustadt            ";"Dresden-Neustadt         ";153  Albertstadt-Ost;Nord;01099;159;"  ";"  "
3407;06017;"Marienallee                        ";"U   ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";154 Dresdner Heide (Schießstände);Nord;01099;159;"  ";"  "
3408;09095;"Marienberger Straße                ";"    ";"    ";"2   ";"32  ";"Blasewitz           ";"Seidnitz                 ";565  Seidnitz(Hellendorfer Str);"Süd ";01279;158;"  ";"  "
3409;09095;"Marienberger Straße                ";"5   ";"9   ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";566  Seidnitz(Altseidnitz);"Süd ";01279;158;"  ";"  "
3410;09095;"Marienberger Straße                ";"    ";"    ";"34  ";"34a ";"Blasewitz           ";"Seidnitz                 ";554  Seidnitz-Nord(Löwenhainer Str);"Süd ";01279;158;"  ";"  "
3411;09095;"Marienberger Straße                ";"35  ";"63e ";"    ";"    ";"Blasewitz           ";"Tolkewitz                ";553  Tolkewitz(Wilischstr);"Süd ";01279;158;"  ";"  "
3412;09095;"Marienberger Straße                ";"    ";"    ";"36  ";"    ";"Blasewitz           ";"Dobritz                  ";554  Seidnitz-Nord(Löwenhainer Str);"Süd ";01279;158;"  ";"  "
3413;09095;"Marienberger Straße                ";"    ";"    ";"48  ";"62b ";"Blasewitz           ";"Tolkewitz                ";553  Tolkewitz(Wilischstr);"Süd ";01279;158;"  ";"  "
3414;09095;"Marienberger Straße                ";"65  ";"83  ";"66  ";"92  ";"Blasewitz           ";"Tolkewitz                ";551  Tolkewitz(Wehlener Str);"Süd ";01279;158;"  ";"  "
3415;09095;"Marienberger Straße                ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";567  Seidnitz(Alter Elbarm);"Süd ";01277;158;"  ";"  "
3416;09095;"Marienberger Straße                ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";555  Seidnitz-Nord(Johnsbacher Weg);"Süd ";01279;158;"  ";"  "
3417;00002;"Marienbrücke                       ";"U   ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";131  Innere Neust.(Königstr);Nord;01097;159;"  ";"  "
3418;00002;"Marienbrücke                       ";"U   ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";141  Leipziger Vs.(Eisenbahnstr);Nord;01097;159;"  ";"  "
3419;00002;"Marienbrücke                       ";"U   ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";041  Wilsdruffer Vs.(Ostra-Allee);"Süd ";01067;158;"  ";"  "
3420;12096;"Marienschachtweg                   ";"    ";"    ";"    ";"    ";"Plauen              ";"Coschütz                 ";851  Coschütz-Ost;"Süd ";01189;158;"  ";"  "
3421;00177;"Marienstraße                       ";"1   ";"15  ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";012  Innere Altstadt-West;"Süd ";01067;158;"  ";"  "
3422;00177;"Marienstraße                       ";"    ";"    ";"2   ";"8   ";"Altstadt            ";"Dresden-Altstadt 1       ";044  Seevs.-West(Am See);"Süd ";01067;158;"  ";"  "
3423;06079;"Marie-Simon-Straße                 ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Loschwitz                ";411  Loschwitz(Schevenstr);Nord;01326;159;"  ";"  "
3424;09344;"Marie-Stritt-Straße                ";"    ";"    ";"2   ";"6   ";"Blasewitz           ";"Striesen                 ";532  Striesen-Süd(Mosenstr);"Süd ";01309;158;"  ";"  "
3425;09344;"Marie-Stritt-Straße                ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Striesen                 ";536  Striesen-Süd(Haenel-Clauß-Pl);"Süd ";01309;158;"  ";"  "
3426;10120;"Marie-Wittich-Straße               ";"    ";"    ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";756  Leubnitz(Wieckestr);"Süd ";01237;158;"  ";"  "
3427;10281;"Markersbacher Weg                  ";"    ";"    ";"    ";"    ";"Prohlis             ";"Niedersedlitz            ";733  Niedersedlitz(Windmühlenstr);"Süd ";01257;158;"  ";"  "
3428;05092;"Markt                              ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";324  Hellerau(Markt);Nord;01109;159;"  ";"  "
3429;07383;"Markt (SW)                         ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Schönfeld                ";471  Schönfeld;Nord;01328;159;"  ";"  "
3430;14102;"Marktweg                           ";"    ";"    ";"    ";"    ";"Cotta               ";"Briesnitz                ";983  Briesnitz-Nord;"Süd ";01157;159;"  ";"  "
3431;03020;"Markusplatz                        ";"    ";"    ";"    ";"    ";"Pieschen            ";"Pieschen                 ";213  Pieschen-Süd(Torgauer Str);Nord;01127;159;"  ";"  "
3432;03026;"Markusstraße                       ";"1   ";"3   ";"2   ";"10  ";"Pieschen            ";"Pieschen                 ";213  Pieschen-Süd(Torgauer Str);Nord;01127;159;"  ";"  "
3433;03026;"Markusstraße                       ";"5   ";"15  ";"12  ";"18  ";"Pieschen            ";"Pieschen                 ";215  Pieschen-Süd(Leisniger Pl);Nord;01127;159;"  ";"  "
3434;08037;"Marschnerstraße                    ";"15  ";"31  ";"2   ";"20  ";"Altstadt            ";"Dresden-Altstadt 2       ";071  Johannst.-Süd(Marschnerstr);"Süd ";01307;158;"  ";"  "
3435;08037;"Marschnerstraße                    ";"    ";"    ";"26  ";"28  ";"Altstadt            ";"Dresden-Altstadt 2       ";075  Johannst.-Süd(Permoserstr);"Süd ";01307;158;"  ";"  "
3436;08037;"Marschnerstraße                    ";"    ";"    ";"30  ";"38  ";"Altstadt            ";"Dresden-Altstadt 2       ";077  Johannst.-Süd(Zöllnerstr);"Süd ";01307;158;"  ";"  "
3437;08037;"Marschnerstraße                    ";"33  ";"37  ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";075  Johannst.-Süd(Permoserstr);"Süd ";01307;158;"  ";"  "
