ID,Wikidata-Item,Straßenname,Koordinaten,Wikidata-Item (benannt nach),benannt nach,Beschreibung (benannt nach),Postleitzahl,lokaler Bezug,Benennungstyp,Benennungstyp II,Tätigkeitsfeld,Tätigkeitsfeld II,Verbindung,Sonstiges,Grundwort,Strassenendung
144,http://www.wikidata.org/entity/Q72661545,Am Wasserturm,Point(13.747 51.11411),http://www.wikidata.org/entity/Q49457873,Wasserturm Hellerau,"Wasserturm; gestalterisch bemerkenswertes technisches Gebäude, quadratischer Behälter auf Fuß aus zwei sich kreuzenden Diagonalwänden, Akzente durch wirkungsvoll angeordnete Fensteröffnungen, versachlichte Architektur im Bauhausstil, baugeschich",1109,ja,Bauwerk/Infrastruktur,,,,,,Sonstige,Sonstige
1448,http://www.wikidata.org/entity/Q1044279,Carolabrücke,Point(13.74703 51.05456),http://www.wikidata.org/entity/Q60380,Carola von Wasa-Holstein-Gottorp,Königin von Sachsen,"01067, 01097",ja,Person real,,,,,,Brücke,Brücke
1285,http://www.wikidata.org/entity/Q65988831,Hechtstraße,Point(13.747051 51.075693),,August Hecht,Revierförster,"01097, 01127",ja,Person real,,,,,,Straße,Straße
993,http://www.wikidata.org/entity/Q67445717,Rathenauplatz,Point(13.747126 51.051496),http://www.wikidata.org/entity/Q135645,Walther Rathenau,deutscher Industrieller und Politiker,1069,nein,Person real,,,,,,Platz,Platz
220,http://www.wikidata.org/entity/Q65967104,Scheunenhofstraße,Point(13.747224 51.069068),,,in Richtung der Scheunen,1097,ja,Bauwerk/Infrastruktur,,,,,,Straße,Straße
1542,http://www.wikidata.org/entity/Q72662554,Georg-Wrba-Straße,Point(13.747348 51.032729),http://www.wikidata.org/entity/Q1506493,Georg Wrba,deutscher Bildhauer und Grafiker,1069,ja,Person real,,,,,,Straße,Straße
916,http://www.wikidata.org/entity/Q67854268,Lennéplatz,Point(13.747393 51.038035),http://www.wikidata.org/entity/Q65910,Peter Joseph Lenné,preußischer Gartenkünstler und General-Gartendirektor der königlich-preußischen Gärten (1789-1866),1069,nein,Person real,,,,,,Platz,Platz
1892,http://www.wikidata.org/entity/Q66018373,Fichtenstraße,Point(13.747417 51.075021),http://www.wikidata.org/entity/Q26782,Fichten,Gattung der Familie Kieferngewächse (Pinaceae),1097,nein,Natur,Pflanze,,,,,Straße,Straße
2899,http://www.wikidata.org/entity/Q66018405,Seitenstraße,Point(13.747458 51.076158),,,,1097,nein,Selbstreferenziell,,,,,,Straße,Straße
487,http://www.wikidata.org/entity/Q72661182,Am Biedersberg,Point(13.74752 51.11345),,,,1109,ja,weitere Geografika,Flurname,,,,,Berg,Sonstige
1179,http://www.wikidata.org/entity/Q99397105,Rubensweg,Point(13.747578 51.022286),http://www.wikidata.org/entity/Q5599,Peter Paul Rubens,flämischer Barockmaler (1577–1640),1217,ja,Person real,,,,,,Weg,Weg
927,http://www.wikidata.org/entity/Q67859433,Lingnerplatz,Point(13.747596 51.043835),http://www.wikidata.org/entity/Q125103,Karl August Lingner,deutscher Unternehmer und Philanthrop,1069,ja,Person real,,,,,,Platz,Platz
1890,http://www.wikidata.org/entity/Q65967074,Eschenstraße,Point(13.747599 51.070294),http://www.wikidata.org/entity/Q128887,Eschen,Gattung der Familie Ölbaumgewächse (Oleaceae),1097,nein,Natur,Pflanze,,,,,Straße,Straße
2102,http://www.wikidata.org/entity/Q65967087,Schwepnitzer Straße,Point(13.747626 51.069579),http://www.wikidata.org/entity/Q93294,Schwepnitz,"Gemeinde im Landkreis Bautzen, Sachsen, Deutschland",1097,nein,Ort,,,,,,Straße,Straße
2691,http://www.wikidata.org/entity/Q98167230,Gostritzer Weg,Point(13.74767 51.01362),http://www.wikidata.org/entity/Q1538647,Gostritz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1217,ja,Ort,Stadtteil,,,,,Weg,Weg
1536,http://www.wikidata.org/entity/Q72660970,Ackermannstraße,Point(13.74768 51.0313),http://www.wikidata.org/entity/Q102103,Karl Gustav Ackermann,"deutscher Politiker, MdR",1217,ja,Person real,,,,,,Straße,Straße
1415,http://www.wikidata.org/entity/Q66051295,Erich-Ponto-Straße,Point(13.747683 51.058996),http://www.wikidata.org/entity/Q92072,Erich Ponto,deutscher Schauspieler,1097,ja,Person real,,,,,,Straße,Straße
581,http://www.wikidata.org/entity/Q98167192,Münzteichweg,Point(13.74783 51.01947),,,,1217,ja,weitere Geografika,Gewässer,,,,,Weg,Weg
221,http://www.wikidata.org/entity/Q65967197,Schönbrunnstraße,Point(13.748045 51.070355),,,Gasthof zum Schönbrunn,1097,ja,Gewerbe/Industrie,Gasthaus,,,,,Straße,Straße
1414,http://www.wikidata.org/entity/Q66050089,Wilhelm-Buck-Straße,Point(13.748117 51.058334),http://www.wikidata.org/entity/Q70218,Wilhelm Buck,"deutscher Politiker (SPD), MdR",1097,ja,Person real,,,,,,Straße,Straße
2787,http://www.wikidata.org/entity/Q100936680,Lausaer Weg,Point(13.748131 51.117557),http://www.wikidata.org/entity/Q1713713,Lausa (Dresden),Ortsteil von Dresden,1109,ja,Ort,Stadtteil,,,,,Weg,Weg
2397,http://www.wikidata.org/entity/Q67858474,Pirnaische Straße,Point(13.748157 51.046756),http://www.wikidata.org/entity/Q6477,Pirna,"Stadt im Landkreis Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland",1069,nein,Ort,,,,,,Straße,Straße
1539,http://www.wikidata.org/entity/Q67856529,Blüherstraße,Point(13.748208 51.043908),http://www.wikidata.org/entity/Q824779,Bernhard Blüher,Oberbürgermeister der Stadt Dresden (1915–1931),1069,ja,Person real,,,,,,Straße,Straße
1202,http://www.wikidata.org/entity/Q99397722,Wundtstraße,Point(13.74823 51.02952),http://www.wikidata.org/entity/Q75814,Wilhelm Wundt,deutscher Philosoph und experimenteller Psychologe,1217,nein,Person real,,,,,,Straße,Straße
1778,http://www.wikidata.org/entity/Q66055002,Georgenstraße,Point(13.748277 51.062028),http://www.wikidata.org/entity/Q719626,Georg der Bärtige,Herzog des albertinischen Sachsens und Herzog von Sagan,1097,ja,Person real,,,,,,Straße,Straße
2646,http://www.wikidata.org/entity/Q1340425,Grunaer Straße,Point(13.7483 51.0491),http://www.wikidata.org/entity/Q1550409,Gruna (Dresden),Ortsteil von Dresden,1069,ja,Ort,Stadtteil,,,,,Straße,Straße
32,http://www.wikidata.org/entity/Q66054394,Hospitalstraße,Point(13.748374 51.060102),,,,1097,ja,Bauwerk/Infrastruktur,,,,,,Straße,Straße
926,http://www.wikidata.org/entity/Q67857421,Lingnerallee,Point(13.748391 51.044816),http://www.wikidata.org/entity/Q125103,Karl August Lingner,deutscher Unternehmer und Philanthrop,1069,ja,Person real,,,,,,Allee,Allee
1274,http://www.wikidata.org/entity/Q96359319,Tizianstraße,Point(13.74841 51.02704),http://www.wikidata.org/entity/Q47551,Tizian,führender Vertreter der venezianischen Malerschule des 16. Jahrhunderts und Vertreter eines neuen Farbstils (um 1490–1576),1217,nein,Person real,,,,,,Straße,Straße
1894,http://www.wikidata.org/entity/Q66019527,Kiefernstraße,Point(13.748552 51.077163),,,,1097,nein,Natur,Pflanze,,,,,Straße,Straße
1273,http://www.wikidata.org/entity/Q96359306,Rungestraße,Point(13.74857 51.02606),http://www.wikidata.org/entity/Q166585,Philipp Otto Runge,deutscher Maler der Romantik,1217,ja,Person real,,,,,,Straße,Straße
2611,http://www.wikidata.org/entity/Q96359327,Zschertnitzer Weg,Point(13.74862 51.02477),http://www.wikidata.org/entity/Q8957,Zschertnitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1217,ja,Ort,Stadtteil,,,,,Weg,Weg
2905,http://www.wikidata.org/entity/Q66054715,Oberer Kreuzweg,Point(13.748633 51.061176),,,,1097,ja,Selbstreferenziell,,,,,,Weg,Weg
1033,http://www.wikidata.org/entity/Q65967410,Katharinenstraße,Point(13.748672 51.066395),http://www.wikidata.org/entity/Q69462,Katharina zu Mecklenburg,Herzogin von Sachsen,1099,ja,Person real,,,,,,Straße,Straße
31,http://www.wikidata.org/entity/Q66050069,Archivstraße,Point(13.748712 51.058418),http://www.wikidata.org/entity/Q1589617,Hauptstaatsarchiv Dresden,größte Abteilung des Sächsischen Staatsarchives,1097,ja,Bauwerk/Infrastruktur,administrativ,,,,,Straße,Straße
2919,http://www.wikidata.org/entity/Q98153124,Hoher Weg,Point(13.74881 51.10988),,,,1109,ja,Selbstreferenziell,,,,,,Weg,Weg
877,http://www.wikidata.org/entity/Q65989262,Rudolf-Leonhard-Straße,Point(13.748866 51.073919),http://www.wikidata.org/entity/Q215925,Rudolf Leonhard,deutscher Schriftsteller und Kommunist,1097,nein,Person real,,,,,,Straße,Straße
1780,http://www.wikidata.org/entity/Q66210264,Tauscherstraße,Point(13.748866 51.073919),,Karl Tauscher,"Gemeindevorstand in Blasewitz, Mitbegründer des Waldparks",1277,ja,Person real,,,,,,Straße,Straße
1211,http://www.wikidata.org/entity/Q99738428,Weberplatz,Point(13.74898 51.03068),http://www.wikidata.org/entity/Q154812,Carl Maria von Weber,deutscher Komponist,1217,ja,Person real,,,,,,Platz,Platz
734,http://www.wikidata.org/entity/Q67443216,Steinstraße,Point(13.749125 51.052359),,,,1069,ja,Bauwerk/Infrastruktur,,,,,,Straße,Straße
1893,http://www.wikidata.org/entity/Q66018551,Buchenstraße,Point(13.749154 51.077871),http://www.wikidata.org/entity/Q146149,Rotbuche,Art der Gattung Buchen (Fagus),1097,nein,Natur,Pflanze,,,,,Straße,Straße
462,http://www.wikidata.org/entity/Q99395908,Grüne Telle,Point(13.74919 51.10915),,,,1109,ja,weitere Geografika,Flurname,,,,,Sonstige,Sonstige
2780,http://www.wikidata.org/entity/Q99738171,Strehlener Platz,Point(13.74926 51.03382),http://www.wikidata.org/entity/Q1336962,Strehlen (Dresden),Ortsteil von Dresden,1219,ja,Ort,Stadtteil,,,,,Platz,Platz
83,http://www.wikidata.org/entity/Q67445440,Zirkusstraße,Point(13.749288 51.049662),http://www.wikidata.org/entity/Q47928,Zirkus,"umherziehendes Unternehmen mit Schaustellern, meist im Zelt",1069,ja,Bauwerk/Infrastruktur,,,,,,Straße,Straße
2740,http://www.wikidata.org/entity/Q72661086,Altgostritz,Point(13.74932 51.01009),http://www.wikidata.org/entity/Q1538647,Gostritz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1217,ja,Ort,Stadtteil,,,,,Sonstige,Sonstige
928,http://www.wikidata.org/entity/Q67860058,Gerhart-Hauptmann-Straße,Point(13.749334 51.035945),http://www.wikidata.org/entity/Q43523,Gerhart Hauptmann,deutscher Schriftsteller,1219,ja,Person real,,,,,,Straße,Straße
1108,http://www.wikidata.org/entity/Q99738564,Richard-Strauss-Platz,Point(13.74938 51.03572),http://www.wikidata.org/entity/Q13894,Richard Strauss,deutscher Komponist,1219,ja,Person real,,,,,,Platz,Platz
480,http://www.wikidata.org/entity/Q99397612,Zum Reiterberg,Point(13.749443 51.082968),,,,1099,ja,weitere Geografika,Flurname,,,,,Berg,Sonstige
2112,http://www.wikidata.org/entity/Q66023737,Königsbrücker Platz,Point(13.74953 51.075133),http://www.wikidata.org/entity/Q81739,Königsbrück,"Stadt im Landkreis Bautzen, Sachsen, Deutschland",1097,nein,Ort,,,,,,Platz,Platz
1489,http://www.wikidata.org/entity/Q67859697,Helmut-Schön-Allee,Point(13.749612 51.043106),http://www.wikidata.org/entity/Q1373310,Helmut Schön,deutscher Fußballspieler und -trainer (1915–1996),1069,ja,Person real,,,,,,Allee,Allee
2903,http://www.wikidata.org/entity/Q37766766,Terrassenufer,Point(13.749722 51.053889),http://www.wikidata.org/entity/Q468756,Ufer,an einem Gewässer unmittelbar anschließende Landfläche,"01067, 01069",nein,Selbstreferenziell,,,,,,Ufer,Ufer
2906,http://www.wikidata.org/entity/Q66054902,Unterer Kreuzweg,Point(13.749745 51.060147),,,,1097,ja,Selbstreferenziell,,,,,,Weg,Weg
2856,http://www.wikidata.org/entity/Q99397123,Räcknitzer Weg,Point(13.749746 51.023738),http://www.wikidata.org/entity/Q1252764,Räcknitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1217,ja,Ort,Stadtteil,,,,,Weg,Weg
225,http://www.wikidata.org/entity/Q66018416,Schanzenstraße,Point(13.749784 51.076592),,,,1097,ja,Bauwerk/Infrastruktur,militärisch,militärisch,,,,Straße,Straße
1477,http://www.wikidata.org/entity/Q66050062,Wigardstraße,Point(13.750011 51.057939),http://www.wikidata.org/entity/Q648095,Franz Jacob Wigard,deutscher Arzt und Liberalismuser Politiker,1097,ja,Person real,,,,,,Straße,Straße
470,http://www.wikidata.org/entity/Q99396037,Hellerschanze,Point(13.75027 51.08129),,,,1099,ja,weitere Geografika,Flurname,,,,,Sonstige,Sonstige
1767,http://www.wikidata.org/entity/Q65986973,Jordanstraße,Point(13.750529 51.068414),,Gottfried Heinrich Christoph Jordan,Schokoladenunternehmer,1099,ja,Person real,,,,,,Straße,Straße
3046,http://www.wikidata.org/entity/Q99397475,Urnenfeldweg,Point(13.750651 51.11359),,,,1109,nein,Sonstige,,,,,,Weg,Weg
2610,http://www.wikidata.org/entity/Q96359322,Pestitzer Weg,Point(13.75067 51.0267),http://www.wikidata.org/entity/Q8925,Kleinpestitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1217,ja,Ort,Stadtteil,,,,,Weg,Weg
434,http://www.wikidata.org/entity/Q72662375,Feldstraße,Point(13.7507 51.1284),,,,1109,ja,weitere Geografika,Flurname,,,,,Straße,Straße
2659,http://www.wikidata.org/entity/Q67444471,Seidnitzer Straße,Point(13.750805 51.048503),http://www.wikidata.org/entity/Q2266615,Seidnitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1069,ja,Ort,Stadtteil,,,,,Straße,Straße
873,http://www.wikidata.org/entity/Q63859998,Lennéstraße,Point(13.75088 51.0421),http://www.wikidata.org/entity/Q65910,Peter Joseph Lenné,preußischer Gartenkünstler und General-Gartendirektor der königlich-preußischen Gärten (1789-1866),1069,nein,Person real,,,,,,Straße,Straße
535,http://www.wikidata.org/entity/Q99397179,Schützenhöhe,Point(13.75092 51.081594),,,,1099,ja,weitere Geografika,Flurname,,,,,Höhe,Sonstige
1756,http://www.wikidata.org/entity/Q96359332,Thormeyerstraße,Point(13.75095 51.02537),http://www.wikidata.org/entity/Q121171,Gottlob Friedrich Thormeyer,deutscher Architekt (1775-1842),1217,ja,Person real,,,,,,Straße,Straße
731,http://www.wikidata.org/entity/Q65967025,Dammweg,Point(13.750989 51.074309),http://www.wikidata.org/entity/Q892168,causeway,"Erd- oder Steinwall, auf welchem ein Verkehrsweg verläuft",1097,ja,Bauwerk/Infrastruktur,,,,,,Weg,Weg
1261,http://www.wikidata.org/entity/Q72662223,Dora-Stock-Straße,Point(13.7511 51.021696),http://www.wikidata.org/entity/Q535431,Dora Stock,deutsche Malerin,1217,ja,Person real,,,,,,Straße,Straße
714,http://www.wikidata.org/entity/Q1529008,Glacisstraße,Point(13.7511 51.0603),http://www.wikidata.org/entity/Q948008,Glacis,Erdanschüttung vor dem Festungsgraben,1099,ja,Bauwerk/Infrastruktur,militärisch,,,,,Straße,Straße
223,http://www.wikidata.org/entity/Q65967279,Förstereistraße,Point(13.75121 51.069474),,,,1099,ja,Bauwerk/Infrastruktur,,,,,,Straße,Straße
2537,http://www.wikidata.org/entity/Q99397023,Rosentitzer Straße,Point(13.75122 51.01002),http://www.wikidata.org/entity/Q2167288,Rosentitz,Ort in Deutschland,1217,nein,Ort,,,,,,Straße,Straße
2101,http://www.wikidata.org/entity/Q65967047,Eberswalder Straße,Point(13.751272 51.073382),http://www.wikidata.org/entity/Q9306,Eberswalde,Stadt im Landkreis Barnim in Brandenburg,1097,nein,Ort,,,,,,Straße,Straße
224,http://www.wikidata.org/entity/Q65967301,Alaunstraße,Point(13.751338 51.06661),http://www.wikidata.org/entity/Q190527,Alaun,"Schwefelsaure Doppelverbindung, s. str. Kaliumaluminiumsulfat",1099,ja,Gewerbe/Industrie,,,,,,Straße,Straße
1431,http://www.wikidata.org/entity/Q72660990,Albert-Fromme-Weg,Point(13.75149 51.08247),http://www.wikidata.org/entity/Q2637959,Albert Fromme,Universalchirurg,1099,ja,Person real,,,,,,Weg,Weg
1282,http://www.wikidata.org/entity/Q98167205,Louise-Seidler-Straße,Point(13.75162 51.0208),http://www.wikidata.org/entity/Q1872192,Louise Seidler,"deutsche Malerin, Vertraute Johann Wolfgang von Goethes",1217,ja,Person real,,,,,,Straße,Straße
138,http://www.wikidata.org/entity/Q72661427,Am Pilz,Point(13.751654 51.109762),,,,1109,ja,Bauwerk/Infrastruktur,,,,,,Sonstige,Sonstige
947,http://www.wikidata.org/entity/Q67867142,Mozartstraße,Point(13.751744 51.035923),http://www.wikidata.org/entity/Q254,Wolfgang Amadeus Mozart,Musiker und Komponist der Wiener Klassik,1219,nein,Person real,,,,,,Straße,Straße
847,http://www.wikidata.org/entity/Q72661240,Am Festspielhaus,Point(13.75176 51.11374),http://www.wikidata.org/entity/Q825047,Festspielhaus Hellerau,Gebäude in Hellerau,1109,ja,Bauwerk/Infrastruktur,,,,,,Sonstige,Sonstige
1567,http://www.wikidata.org/entity/Q72662100,Cauerstraße,Point(13.75182 51.02552),http://www.wikidata.org/entity/Q1335947,Emil Cauer der Ältere,deutscher Bildhauer (1800-1867),1217,ja,Person real,,,,,,Straße,Straße
2553,http://www.wikidata.org/entity/Q61790737,Pillnitzer Straße,Point(13.75185 51.05067),http://www.wikidata.org/entity/Q8946,Pillnitz,"Stadtteil der Landeshauptstadt Dresden, Sachsen, Deutschland",1069,ja,Ort,,,,,,Straße,Straße
186,http://www.wikidata.org/entity/Q67443493,Gerichtsstraße,Point(13.751892 51.051821),http://www.wikidata.org/entity/Q13994570,Landgerichtsgebäude Pillnitzer Straße,Gebäude in Dresden,1069,ja,Bauwerk/Infrastruktur,,,,,,Straße,Straße
1284,http://www.wikidata.org/entity/Q65967224,Paulstraße,Point(13.752123 51.071928),,,Privatperson Namens Paul,1099,ja,Person real,,,,,,Straße,Straße
1475,http://www.wikidata.org/entity/Q65987367,Timaeusstraße,Point(13.752364 51.069442),http://www.wikidata.org/entity/Q761325,August Friedrich Timaeus,deutscher Unternehmer,1099,ja,Person real,,,,,,Straße,Straße
2105,http://www.wikidata.org/entity/Q66023145,Hoyerswerdaer Straße,Point(13.752371 51.060948),http://www.wikidata.org/entity/Q14904,Hoyerswerda,"Große Kreisstadt im Landkreis Bautzen, Sachsen, Deutschland",1099,nein,Ort,,,,,,Straße,Straße
1145,http://www.wikidata.org/entity/Q99397447,Toni-Sender-Straße,Point(13.752406 51.082922),http://www.wikidata.org/entity/Q1658326,Tony Sender,"deutsche Politikerin (SPD), MdR und Journalistin",1099,ja,Person real,,,,,,Straße,Straße
1572,http://www.wikidata.org/entity/Q67444292,Mathildenstraße,Point(13.75255 51.048989),http://www.wikidata.org/entity/Q62284,Mathilde von Sachsen,"deutsche Adelige, Prinzessin von Sachsen",1069,ja,Person real,,,,,,Straße,Straße
1757,http://www.wikidata.org/entity/Q96359333,Schurichtstraße,Point(13.75259 51.02452),http://www.wikidata.org/entity/Q98329,Christian Friedrich Schuricht,"deutscher Architekt, Baubeamter, Gartenarchitekt, Kupferstecher und Zeichner",1217,ja,Person real,,,,,,Straße,Straße
1988,http://www.wikidata.org/entity/Q72660981,Ahornstraße,Point(13.752628 51.074871),http://www.wikidata.org/entity/Q42292,Ahorne,Gattung der Familie Seifenbaumgewächse (Sapindaceae),1097,nein,Natur,Pflanze,,,,,Straße,Straße
1627,http://www.wikidata.org/entity/Q99395940,Hartmut-Dost-Straße,Point(13.75272 51.08021),http://www.wikidata.org/entity/Q1459523,Friedrich Hartmut Dost,deutscher Kinderarzt und Begründer der Pharmakokinetik,1099,ja,Person real,,,,,,Straße,Straße
532,http://www.wikidata.org/entity/Q72661779,Auf dem Sand,Point(13.75273 51.10993),,,,1109,ja,weitere Geografika,Flurname,,,,,Sonstige,Sonstige
1257,http://www.wikidata.org/entity/Q72662220,Donndorfstraße,Point(13.7528 51.02509),http://www.wikidata.org/entity/Q364748,Adolf von Donndorf,deutscher Bildhauer,1217,ja,Person real,,,,,,Straße,Straße
860,http://www.wikidata.org/entity/Q15784546,Rosa-Luxemburg-Platz,Point(13.75291667 51.05868056),http://www.wikidata.org/entity/Q7231,Rosa Luxemburg,ermordete Vertreterin der europäischen Sozialismus/Kommunismus und des proletarischen Internationalismus (1871–1919),"01097, 01099",nein,Person real,,,,,,Platz,Platz
1889,http://www.wikidata.org/entity/Q65967057,Lärchenstraße,Point(13.753099 51.075453),http://www.wikidata.org/entity/Q25618,Lärchen,Gattung der Familie Kieferngewächse (Pinaceae),1097,nein,Natur,Pflanze,,,,,Straße,Straße
1429,http://www.wikidata.org/entity/Q66023140,Tieckstraße,Point(13.753174 51.061783),http://www.wikidata.org/entity/Q57239,Ludwig Tieck,"deutscher Dichter, Schriftsteller, Herausgeber und Übersetzer der Romantik",1099,ja,Person real,,,,,,Straße,Straße
2106,http://www.wikidata.org/entity/Q66023276,Rothenburger Straße,Point(13.753251 51.065213),http://www.wikidata.org/entity/Q157095,Rothenburg/O.L.,"Stadt im Landkreis Görlitz, Sachsen, Deutschland",1099,nein,Ort,,,,,,Straße,Straße
1702,http://www.wikidata.org/entity/Q97285024,Otto-Pilz-Straße,Point(13.75331 51.01967),http://www.wikidata.org/entity/Q2040159,Otto Pilz,deutscher Bildhauer,1217,ja,Person real,,,,,,Straße,Straße
945,http://www.wikidata.org/entity/Q65967293,Louisenstraße,Point(13.753354 51.066481),http://www.wikidata.org/entity/Q447111,Maria Luisa von Bourbon-Parma,Tochter von Maria Luisa von Spanien,1099,ja,Person real,,,,,,Straße,Straße
1185,http://www.wikidata.org/entity/Q99397003,Richard-Riemerschmid-Straße,Point(13.75345 51.11735),http://www.wikidata.org/entity/Q64104,Richard Riemerschmid,"deutscher Architekt, Designer und Hochschullehrer",1109,nein,Person real,,,,,,Straße,Straße
2721,http://www.wikidata.org/entity/Q102344872,Rähnitzsteig,Point(13.753494 51.117951),http://www.wikidata.org/entity/Q1563739,Rähnitz,Stadtteil von Dresden,1109,ja,Ort,Stadtteil,,,,,Steig,Sonstige
389,http://www.wikidata.org/entity/Q66023292,Böhmische Straße,Point(13.753497 51.064832),http://www.wikidata.org/entity/Q968848,Böhmen,Bevölkerung von Böhmen,1099,nein,Bevölkerungsgruppe,,,,,,Straße,Straße
2259,http://www.wikidata.org/entity/Q72662357,Eutschützer Straße,Point(13.75351 51.01427),http://www.wikidata.org/entity/Q1378967,Eutschütz,Ort in Deutschland,1217,nein,Ort,,,,,,Straße,Straße
1589,http://www.wikidata.org/entity/Q67441916,Rietschelstraße,Point(13.75375 51.052741),http://www.wikidata.org/entity/Q515914,Ernst Rietschel,deutscher Bildhauer des Spätklassizismus,1069,ja,Person real,,,,,,Straße,Straße
552,http://www.wikidata.org/entity/Q67442499,Ziegelstraße,Point(13.753789 51.052978),,,,1069,nein,Gegenstand,,,,,,Straße,Straße
929,http://www.wikidata.org/entity/Q67867412,Richard-Wagner-Straße,Point(13.753803 51.034764),http://www.wikidata.org/entity/Q1511,Richard Wagner,"deutscher Komponist, Dramatiker, Philosoph, Dichter, Schriftsteller, Theaterregisseur und Dirigent (1813–1883)",1219,ja,Person real,,,,,,Straße,Straße
827,http://www.wikidata.org/entity/Q97275141,Hellersiedlung Weg C,Point(13.75391 51.08931),,,,1099,ja,Siedlung,,,,,,Weg,Sonstige
1129,http://www.wikidata.org/entity/Q72661759,Arthur-Schloßmann-Weg,Point(13.75396 51.01673),http://www.wikidata.org/entity/Q105591,Arthur Schloßmann,"deutscher Kinderarzt, Gründer der ersten Säuglingsklinik",1217,ja,Person real,,,,,,Weg,Weg
1148,http://www.wikidata.org/entity/Q72661787,August-Bebel-Straße,Point(13.75402 51.03052),http://www.wikidata.org/entity/Q76520,August Bebel,"deutscher sozialistischer Politiker und Mitbegründer der SPD, MdR, Führer der Sozialismus/Kommunismus",1219,ja,Person real,,,,,,Straße,Straße
2074,http://www.wikidata.org/entity/Q65967052,Tannenstraße,Point(13.754028 51.073549),http://www.wikidata.org/entity/Q94842174,,,1097,nein,Natur,Pflanze,,,,,Straße,Straße
1041,http://www.wikidata.org/entity/Q99396185,Julie-Salinger-Weg,Point(13.75408 51.06374),http://www.wikidata.org/entity/Q6423453,Julie Salinger,deutsche Politikerin,1099,ja,Person real,,,,,,Weg,Weg
82,http://www.wikidata.org/entity/Q67442052,Schulgutstraße,Point(13.754237 51.054049),,,,1069,ja,Bauwerk/Infrastruktur,,,,,,Straße,Straße
1844,http://www.wikidata.org/entity/Q72662454,Friebelstraße,Point(13.75424 51.0099),,August Friebel,Gemeindevorstand und Ortsrichter in Leubnitz-Neuostra,"01219, 01217",ja,Person real,,,,,,Straße,Straße
459,http://www.wikidata.org/entity/Q98561025,Tännichtweg,Point(13.75435 51.10846),,,,1109,ja,weitere Geografika,Flurname,,,,,Weg,Weg
878,http://www.wikidata.org/entity/Q66023136,Melanchthonstraße,Point(13.754449 51.061071),http://www.wikidata.org/entity/Q76325,Philipp Melanchthon,"deutscher Philologe, Philosoph, Humanist, Theologe, Lehrbuchautor und Dichter",1099,nein,Person real,,,,,,Straße,Straße
646,http://www.wikidata.org/entity/Q66022935,Weintraubenstraße,Point(13.754461 51.061559),,,,1099,ja,Gewerbe/Industrie,Gasthaus,,,,,Straße,Straße
1873,http://www.wikidata.org/entity/Q99397477,Valeria-Kratina-Weg,Point(13.754468 51.114855),http://www.wikidata.org/entity/Q59601762,Valeria Kratina,"deutsche Tänzerin, Ballettmeisterin, Choreografin und Tanzpädagogin",1109,ja,Person real,,,,,,Weg,Weg
1571,http://www.wikidata.org/entity/Q67441841,Roßbachstraße,Point(13.754481 51.054261),http://www.wikidata.org/entity/Q98519,Arwed Roßbach,deutscher Architekt,1069,ja,Person real,,,,,,Straße,Straße
737,http://www.wikidata.org/entity/Q72662523,Garbenweg,Point(13.75449 51.01692),,,,1217,ja,Bauwerk/Infrastruktur,,,,,,Weg,Weg
1596,http://www.wikidata.org/entity/Q1456957,Albertbrücke,Point(13.7545 51.0573),http://www.wikidata.org/entity/Q168657,Albert von Sachsen,König von Sachsen,"01069, 01307, 01097, 01099",ja,Person real,,,,,,Brücke,Brücke
1573,http://www.wikidata.org/entity/Q67445559,Blochmannstraße,Point(13.754569 51.048342),http://www.wikidata.org/entity/Q2173825,Rudolf Sigismund Blochmann,"deutscher Ingenieur, Pionier der Gasbeleuchtung",1069,ja,Person real,,,,,,Straße,Straße
2436,http://www.wikidata.org/entity/Q98560832,Moritzburger Weg,Point(13.7546 51.1077),http://www.wikidata.org/entity/Q8742,Moritzburg,Gemeinde in Sachsen,1109,nein,Ort,,,,,,Weg,Weg
458,http://www.wikidata.org/entity/Q98560972,Heideweg,Point(13.75475 51.11044),,,,1109,ja,weitere Geografika,,,,,,Weg,Weg
2428,http://www.wikidata.org/entity/Q99397432,Teplitzer Straße,Point(13.754826 51.026975),http://www.wikidata.org/entity/Q146342,Teplitz,Stadt im Norden der Tschechischen Republik,1219,nein,Ort,,,,,,Straße,Straße
623,http://www.wikidata.org/entity/Q72661598,An den Bächen,Point(13.75487 51.01599),,,,1217,ja,weitere Geografika,Gewässer,,,,,Sonstige,Sonstige
56,http://www.wikidata.org/entity/Q72662025,Brückenweg,Point(13.75487 51.01785),,,,1217,ja,Bauwerk/Infrastruktur,,,,,,Weg,Weg
