Straßenname,Ortsname,lat,lon,adresse
Leppersdorfer Straße,Leppersdorf (Wachau),51.1505848,13.9581607,"Leppersdorf, Wachau, Bautzen - Budyšin, Sachsen, Deutschland"
Rossendorfer Straße,Rossendorf,51.0570468,13.9390639,"Rossendorf, Schönfeld-Weißig, Dresden, Sachsen, Deutschland"
Quohrener Straße,Quohren,50.9468493,13.7271833,"Quohren, Kreischa, Sächsische Schweiz-Osterzgebirge, Sachsen, 01731, Deutschland"
Wachauer Straße,Wachau (Sachsen),51.1624368,13.9062996,"Wachau, Bautzen - Budyšin, Sachsen, Deutschland"
Lotzdorfer Straße,Lotzdorf,51.1278999,13.9072405,"Lotzdorf, Liegau-Augustusbad, Radeberg, Bautzen - Budyšin, Sachsen, 01454, Deutschland"
Liegauer Straße,Liegau (Radeberg),51.1392375,13.8875958,"Liegau-Augustusbad, Radeberg, Bautzen - Budyšin, Sachsen, 01454, Deutschland"
Struppener Straße,Struppen,50.9355625,14.0104997,"Struppen, Königstein/Sächs. Schw., Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland"
Dresdner Straße,Dresden,51.0493286,13.7381437,"Dresden, Sachsen, Deutschland"
Langebrücker Straße (SB),Langebrück,51.1313939,13.8409193,"Langebrück, Dresden, Sachsen, 01465, Deutschland"
Eschdorfer Straße,Eschdorf (Dresden),51.0367904,13.9421865,"Eschdorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Am Helfenberger Park,Helfenberg (Schönfeld-Weißig),51.0371873,13.8651519,"Helfenberg, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Eichbuschweg,Eichbusch,51.0322753,13.8774409,"Eichbusch, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Pappritzer Straße (SW),Pappritz,51.038152,13.8539764,"Pappritz, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Tronitzer Straße,Tronitz (Dohna),50.9438934,13.8179174,"Tronitz, Dohna, Dohna-Müglitztal, Sächsische Schweiz-Osterzgebirge, Sachsen, 01809, Deutschland"
Erkmannsdorfer Straße,Großerkmannsdorf (Radeberg),51.0846975,13.9288505,"Großerkmannsdorf, Radeberg, Bautzen - Budyšin, Sachsen, 01454, Deutschland"
Neudecker Straße,Ogrodzieniec (Kisielice),53.6029269,19.3147564,"Ogrodzieniec, gmina Kisielice, powiat iławski, województwo warmińsko-mazurskie, Polska"
Langenauer Weg,Łęgowo,52.7886213,17.1693377,"Łęgowo, gmina Wągrowiec, powiat wągrowiecki, województwo wielkopolskie, 62-100, Polska"
Rockauer Ring,Rockau,51.0278281,13.8648317,"Rockau, Schönfeld-Weißig, Dresden, Sachsen, 01326, Deutschland"
Weixdorfer Weg,Weixdorf,51.1528007,13.7916658,"Weixdorf, Dresden, Sachsen, 01108, Deutschland"
Weißiger Weg,Weißig,51.0611241,13.8846225,"Weißig, Schönfeld-Weißig, Dresden, Sachsen, Deutschland"
Schönfelder Landstraße,Schönfeld (Dresden),51.0337041,13.8948846,"Schönfeld, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Reitzendorfer Straße,Reitzendorf,51.0253099,13.9039904,"Reitzendorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Cunnersdorfer Weg,Cunnersdorf,51.0434199,13.8779892,"Cunnersdorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Liegauer Straße (SB),Liegau (Radeberg),51.1392375,13.8875958,"Liegau-Augustusbad, Radeberg, Bautzen - Budyšin, Sachsen, 01454, Deutschland"
Gadelsdorfer Weg,Gönnsdorf (Dresden),51.0482056,13.86893,"Gönnsdorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Trieskestraße,Dohna,50.955232,13.8587012,"Dohna, Dohna-Müglitztal, Sächsische Schweiz-Osterzgebirge, Sachsen, 01809, Deutschland"
Seifersdorfer Straße (SB),Seifersdorf (Wachau),51.1587833,13.882655,"Seifersdorf, Wachau, Bautzen - Budyšin, Sachsen, 01454, Deutschland"
Helfenberger Weg,Helfenberg,48.5426689,14.1422094,"Helfenberg, Bezirk Rohrbach, Oberösterreich, 4184, Österreich"
Copitzer Straße,Copitz (Pirna),50.9624975,13.9284294,"Pirna, Bahnhofstraße, Copitz, Pirna, Sächsische Schweiz-Osterzgebirge, Sachsen, 01796, Deutschland"
Ullersdorfer Landstraße,Ullersdorf (Radeberg),51.0820308,13.9024087,"Ullersdorf, Radeberg, Bautzen - Budyšin, Sachsen, 01454, Deutschland"
Eichbuscher Straße,Eichbusch,51.0322753,13.8774409,"Eichbusch, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Pillnitzer Platz,Pillnitz,51.0126628,13.8713801,"Pillnitz, Loschwitz, Dresden, Sachsen, 01259, Deutschland"
Gönnsdorfer Straße (SW),Gönnsdorf,51.0482056,13.86893,"Gönnsdorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Am Pillnitzberg,Pillnitz,51.0126628,13.8713801,"Pillnitz, Loschwitz, Dresden, Sachsen, 01259, Deutschland"
Alter Eichbuscher Weg,Eichbusch,51.0322753,13.8774409,"Eichbusch, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Eichbuscher Ring,Eichbusch,51.0322753,13.8774409,"Eichbusch, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Weißiger Landstraße,Weißig,51.0611241,13.8846225,"Weißig, Schönfeld-Weißig, Dresden, Sachsen, Deutschland"
Eichbuschweg (SW),Eichbusch,51.0322753,13.8774409,"Eichbusch, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Söbrigener Straße,Söbrigen,50.9941457,13.8828156,"Söbrigen, Loschwitz, Dresden, Sachsen, 01259, Deutschland"
Altsöbrigen,Söbrigen,50.9941457,13.8828156,"Söbrigen, Loschwitz, Dresden, Sachsen, 01259, Deutschland"
Wünschendorfer Straße,Wünschendorf (Dürrröhrsdorf-Dittersbach),51.0174197,13.9542244,"Wünschendorf, Dürrröhrsdorf-Dittersbach, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland"
Cunnersdorfer Straße (SW),Cunnersdorf,51.0434199,13.8779892,"Cunnersdorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Gönnsdorfer Weg,Gönnsdorf,51.0482056,13.86893,"Gönnsdorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Bonnewitzer Weg,Bonnewitz (Pirna),51.0060776,13.9444764,"Bonnewitz, Graupa, Pirna, Sächsische Schweiz-Osterzgebirge, Sachsen, 01796, Deutschland"
Krieschendorfer Straße (SW),Krieschendorf,51.0234303,13.8856378,"Krieschendorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Radeberger Straße (SW),Radeberg,51.1151413,13.9175257,"Radeberg, Bautzen - Budyšin, Sachsen, 01454, Deutschland"
Schönfelder Straße (SW),Schönfeld (Dresden),51.0337041,13.8948846,"Schönfeld, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Bautzner Landstraße,Bautzen,51.1809132,14.4276003,"Bautzen, Bautzen - Budyšin, Sachsen, 02625, Deutschland"
Oberpoyritzer Straße,Oberpoyritz,51.0028442,13.8954496,"Oberpoyritz, Loschwitz, Dresden, Sachsen, 01328, Deutschland"
Malschendorfer Straße (SW),Malschendorf (Dresden),51.026096,13.8829907,"Malschendorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Lohmener Straße,Lohmen,53.6832626,12.0951429,"Lohmen, Güstrow-Land, Landkreis Rostock, Mecklenburg-Vorpommern, Deutschland"
Reitzendorfer Weg,Reitzendorf,51.0253099,13.9039904,"Reitzendorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Pillnitzer Straße (SW),Pillnitz,51.0126628,13.8713801,"Pillnitz, Loschwitz, Dresden, Sachsen, 01259, Deutschland"
Ullersdorfer Hauptstraße,Ullersdorf (Radeberg),51.0820308,13.9024087,"Ullersdorf, Radeberg, Bautzen - Budyšin, Sachsen, 01454, Deutschland"
Graupaer Straße,Graupa (Pirna),50.9996946,13.9196596,"Graupa, Pirna, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland"
Zaschendorfer Straße (SW),Zaschendorf,51.0179808,13.9119487,"Zaschendorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Schullwitzer Straße,Schullwitz,51.040159,13.920996,"Schullwitz, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Weißiger Straße (SW),Weißig,51.0611241,13.8846225,"Weißig, Schönfeld-Weißig, Dresden, Sachsen, Deutschland"
Bühlauer Straße (SW),Bühlau,51.0625884,13.8511298,"Bühlau, Loschwitz, Dresden, Sachsen, 01324, Deutschland"
Rossendorfer Straße (SW),Rossendorf,51.0570468,13.9390639,"Rossendorf, Schönfeld-Weißig, Dresden, Sachsen, Deutschland"
Eschdorfer Bergstraße,Eschdorf (Dresden),51.0367904,13.9421865,"Eschdorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Radeberger Landstraße (SW),Radeberg,51.1151413,13.9175257,"Radeberg, Bautzen - Budyšin, Sachsen, 01454, Deutschland"
Alter Rossendorfer Weg,Rossendorf,51.0570468,13.9390639,"Rossendorf, Schönfeld-Weißig, Dresden, Sachsen, Deutschland"
Rossendorfer Ring,Rossendorf,51.0570468,13.9390639,"Rossendorf, Schönfeld-Weißig, Dresden, Sachsen, Deutschland"
Pirnaer Straße,Pirna,50.9616923,13.9386643,"Pirna, Sächsische Schweiz-Osterzgebirge, Sachsen, 01796, Deutschland"
Dittersbacher Straße,Dittersbach (Dürrröhrsdorf-Dittersbach),51.0378088,13.9857026,"Dittersbach, Dürrröhrsdorf-Dittersbach, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland"
Rosinendörfchen,Rosinendörfchen,51.0375435,13.9585307,"Rosinendörfchen, Schönfeld/Schullwitz, Eschdorf, Schönfeld-Weißig, Dresden, Sachsen, 01328, Deutschland"
Am Ostravorwerk,Ostravorwerk,51.0612474,13.7160642,"ehem. Ostravorwerk, Friedrichstadt, Altstadt, Dresden, Sachsen, 01067, Deutschland"
